Symbols	upDownList	targetList	upDownCount	RS	whichRS	whichRSList	rankLessThanActual	pValue	pValueCorrected
PER2	[1, -1, 1, -1]	['CLOCK', 'SNAI2', 'ARNTL', 'TWIST1']	4	652	-1	[196 202  18 236]	2287	0.2287	0.997289156626506
ABCB1	[1, 1, 1, 1, 1, 1, 1, 1, 1]	['SP1', 'RELA', 'TCF7L2', 'FOXO1', 'EGR1', 'CEBPB', 'CTNNB1', 'NFKB1', 'HIF1A']	9	1739	+1	[264 252  22  13 196 259 204 261 268]	2288	0.2288	0.997289156626506
TCF7	[1, 1, 1]	['CTNNB1', 'LEF1', 'TCF7L2']	3	451	+1	[204 225  22]	2336	0.2336	0.997289156626506
CDKN2B	[1, 1, -1]	['FOXO3', 'FOXO1', 'MYC']	3	451	+1	[194  13 244]	2336	0.2336	0.997289156626506
T	[1, 1, 1]	['CTNNB1', 'TCF7L2', 'LEF1']	3	451	+1	[204  22 225]	2336	0.2336	0.997289156626506
NOTCH3	[1, 1, -1]	['HEY1', 'HEY2', 'HES1']	3	452	-1	[186 189  77]	2352	0.2352	0.997289156626506
RUNX1	[1, 1, 1, 1, 1, -1, 1, -1]	['MYB', 'JUN', 'IL2', 'HBP1', 'PRKCQ', 'VEGFA', 'SPI1', 'NF1']	8	1519	+1	[246 245  75 290  43 168 102 350]	2366	0.2366	0.997289156626506
ABCA3	[1, 1, 1, 1, 1]	['SREBF1', 'GATA6', 'FOXA2', 'NFATC3', 'CEBPA']	5	874	+1	[271  35 323   3 242]	2374	0.2374	0.997289156626506
E2F2	[1, -1, 1, 1, 1, 1]	['EZH2', 'RBL1', 'MYC', 'CCND3', 'CDC6', 'CDK1']	6	1090	-1	[269 244 135 158 165 119]	2396	0.2396	0.997289156626506
NR1I2	[1, 1, 1, -1, 1, -1, 1]	['KLF6', 'ABCB1', 'BCL2', 'NFKB1', 'FOSL1', 'RELA', 'IL10']	7	1302	+1	[ 54 180 155 107 311 243 252]	2414	0.2414	0.997289156626506
NRIP1	[1, 1, 1]	['KLK3', 'NR1D1', 'ARNTL']	3	457	+1	[132  23 302]	2423	0.2423	0.997289156626506
PTHLH	[1, 1, 1, 1]	['SMAD4', 'SMAD3', 'ETS2', 'ETS1']	4	662	+1	[200 292  25 145]	2425	0.2425	0.997289156626506
TNFRSF11B	[1, 1, 1, 1, 1]	['CTNNB1', 'SMAD4', 'SMAD3', 'SMAD2', 'TCF7L2']	5	879	+1	[204 200 292 161  22]	2450	0.245	0.997289156626506
PRDM1	[-1, -1, -1, -1]	['LMO2', 'MYC', 'CIITA', 'TP53']	4	664	-1	[ 34 260 115 255]	2459	0.2459	0.997289156626506
WT1	[-1, -1, -1, -1, -1, 1, 1, 1, 1, 1, -1, -1]	['AR', 'EGFR', 'MYCN', 'MYC', 'MYB', 'ETS1', 'VEGFA', 'JUN', 'SMAD3', 'VDR', 'IRF8', 'TERT']	12	2441	-1	[359 102 259 212 384 276  79 126 260 246  24 114]	2484	0.2484	0.997289156626506
FOSL1	[1, 1, 1, 1]	['CTNNB1', 'IL2', 'CDKN2A', 'CCND1']	4	666	+1	[204  75 205 182]	2493	0.2493	0.997289156626506
DLX5	[-1, 1, 1]	['GLI2', 'MYC', 'RUNX2']	3	462	-1	[244 168  50]	2500	0.25	0.997289156626506
EPHB3	[1, 1, 1]	['TCF7', 'LEF1', 'CTNNB1']	3	462	+1	[ 33 225 204]	2500	0.25	0.997289156626506
CCL2	[1, 1, 1]	['STAT3', 'CTNNB1', 'TCF7L2']	3	463	+1	[237 204  22]	2515	0.2515	0.997289156626506
TSC22D3	[1, -1, -1, -1, -1]	['CCND1', 'CDKN1A', 'FOXO4', 'FOXO3', 'FOXO1']	5	887	-1	[322 217 141 194  13]	2544	0.2544	0.997289156626506
IL8	[1, -1, 1, -1, 1, 1]	['TCF7L2', 'STAT1', 'NFKB2', 'IRF9', 'CTNNB1', 'RELA']	6	1116	+1	[ 22 300 204 252 307  31]	2726	0.2726	0.997289156626506
LMO2	[1, 1, -1, 1, 1, -1]	['CTNNB1', 'MYB', 'ZEB1', 'ERG', 'NFATC1', 'LEF1']	6	1116	+1	[204 246 149  67 171 279]	2726	0.2726	0.997289156626506
RBL1	[-1, -1, -1, -1, -1, -1, -1]	['CDK1', 'E2F1', 'TFDP1', 'BRCA1', 'MYC', 'CDC25A', 'MYBL2']	7	1334	+1	[165 254   2 315 244 198 156]	2749	0.2749	0.997289156626506
AXIN2	[1, 1, 1]	['TCF7L2', 'E2F1', 'CTNNB1']	3	476	+1	[ 22 250 204]	2749	0.2749	0.997289156626506
VCAN	[1, 1, 1]	['CTNNB1', 'TCF7L2', 'TP53']	3	481	+1	[204  22 255]	2831	0.2831	0.997289156626506
DKK1	[1, 1, 1]	['CTNNB1', 'TP53', 'TCF7L2']	3	481	+1	[204 255  22]	2831	0.2831	0.997289156626506
HEY1	[-1, 1, 1, 1, -1, 1, 1, 1, -1, 1]	['E2F1', 'NOTCH3', 'NOTCH4', 'NOTCH1', 'PROX1', 'JUN', 'SMAD3', 'HEY2', 'GATA6', 'RBPJ']	10	2035	-1	[ 84 426 277 259 212 189 275 250  28  35]	2938	0.2938	0.997289156626506
MMP7	[1, 1, 1, 1]	['JUN', 'CTNNB1', 'TCF7L2', 'LEF1']	4	696	+1	[245 204  22 225]	2969	0.2969	0.997289156626506
ZNF24	[1, 1, -1]	['CCND1', 'CTNNB1', 'VEGFA']	3	488	+1	[182 204 102]	2970	0.297	0.997289156626506
E2F3	[1, -1, 1, -1, 1, 1, 1, 1]	['EZH2', 'RBL1', 'MYC', 'CDKN2A', 'CDKN1A', 'CCND3', 'CDC6', 'CDK1']	8	1582	-1	[269 244 287 135 158 165 119 205]	3010	0.301	0.997289156626506
E2F5	[-1, -1, -1, -1, -1, -1, -1, -1]	['PCNA', 'MYC', 'RBL1', 'CDC25A', 'MYBL2', 'CDK1', 'CDC6', 'E2F1']	8	1583	+1	[ 23 244 385 198 156 165 158 254]	3016	0.3016	0.997289156626506
NR4A1	[1, -1, 1]	['E2F1', 'TNF', 'HIF1A']	3	491	-1	[254 236   1]	3026	0.3026	0.997289156626506
TIMP3	[-1, -1, 1, 1, 1]	['FOXO1', 'GLI2', 'SMAD4', 'SMAD3', 'SMAD2']	5	922	-1	[304 212 343  13  50]	3066	0.3066	0.997289156626506
IRF9	[1, -1, 1]	['CDKN1A', 'GLI2', 'PML']	3	494	-1	[287 157  50]	3092	0.3092	0.997289156626506
NCOA3	[1, 1, 1, 1, 1, 1, 1]	['BCL2', 'E2F1', 'MMP7', 'CCND1', 'CEBPA', 'MYC', 'XBP1']	7	1367	+1	[155 250  65 182 242 260 213]	3165	0.3165	0.997289156626506
RBMX	[-1, -1, -1, -1, -1]	['JUND', 'JUNB', 'FOSL1', 'EGR1', 'FOS']	5	930	-1	[171 212 107 196 244]	3193	0.3193	0.997289156626506
POU2F1	[-1, 1, 1, 1]	['IL4', 'CCND1', 'IL2', 'KLK3']	4	716	+1	[182  75 132 327]	3296	0.3296	0.997289156626506
ATF4	[1, 1, 1, 1]	['DDIT3', 'ATF3', 'CEBPB', 'VEGFA']	4	717	-1	[283  87 245 102]	3308	0.3308	0.997289156626506
NR1H4	[-1, 1, 1, 1, 1, 1]	['EDN1', 'VEGFA', 'NFKB1', 'NR1I2', 'INS', 'RELA']	6	1163	+1	[402 261 175  46 252  27]	3321	0.3321	0.997289156626506
BAMBI	[1, 1, 1, 1]	['TCF7L2', 'CTNNB1', 'SMAD3', 'SMAD4']	4	718	+1	[ 22 204 292 200]	3326	0.3326	0.997289156626506
NFATC1	[1, 1, -1, 1]	['TNF', 'PTGS2', 'SP1', 'IL2RA']	4	719	+1	[  1 319 159 240]	3347	0.3347	0.997289156626506
EGR1	[1, 1, 1, -1, 1, 1, -1, -1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1]	['E2F1', 'CCND1', 'EGFR', 'MYB', 'HIF1A', 'EP300', 'PTGS2', 'RELA', 'TNF', 'SNAI1', 'CDKN1A', 'KLK3', 'RBL2', 'ABCB1', 'AR', 'ATF3', 'TCF4', 'TP53']	18	3941	+1	[250 182  79 268 210   1 269 217 139 180 417 179 255 258 185 252 372 228]	3356	0.3356	0.997289156626506
HIC1	[-1, -1, 1, -1, 1, 1]	['SIRT1', 'VEGFA', 'TP53', 'MYC', 'E2F1', 'STAT3']	6	1167	+1	[255 250 237  79 102 244]	3380	0.338	0.997289156626506
E2F4	[-1, -1, -1, -1, -1, -1, -1, -1, -1]	['PCNA', 'RBL1', 'RAD51', 'CDC25A', 'MYBL2', 'CDK1', 'CDC6', 'BRCA1', 'PPARG']	9	1846	+1	[ 23 385 143 198 156 165 158 315 303]	3387	0.3387	0.997289156626506
MMP2	[1, 1, 1]	['GLI2', 'CTNNB1', 'TP53']	3	509	+1	[ 50 204 255]	3397	0.3397	0.997289156626506
CDX1	[1, 1, 1]	['PPARG', 'PCNA', 'PTGS2']	3	511	-1	[303  23 185]	3436	0.3436	0.997289156626506
GATA1	[1, 1, -1, -1, -1, 1, -1]	['HBP1', 'WT1', 'SPI1', 'CBFB', 'CEBPA', 'CDC6', 'MYB']	7	1392	-1	[214 326 158 168  38 242 246]	3456	0.3456	0.997289156626506
H3F3B	[1, 1, 1, 1]	['BCL2', 'KLK3', 'CCND1', 'MYC']	4	729	+1	[155 132 182 260]	3510	0.351	0.997289156626506
HIST3H2BB	[1, 1, 1, 1]	['BCL2', 'KLK3', 'CCND1', 'MYC']	4	729	+1	[155 132 182 260]	3510	0.351	0.997289156626506
HIST2H3C	[1, 1, 1, 1]	['BCL2', 'KLK3', 'CCND1', 'MYC']	4	729	+1	[155 132 182 260]	3510	0.351	0.997289156626506
HIST1H4C	[1, 1, 1, 1]	['CCND1', 'MYC', 'KLK3', 'BCL2']	4	729	+1	[182 260 132 155]	3510	0.351	0.997289156626506
HIST1H3E	[1, 1, 1, 1]	['CCND1', 'MYC', 'KLK3', 'BCL2']	4	729	+1	[182 260 132 155]	3510	0.351	0.997289156626506
H2BFS	[1, 1, 1, 1]	['BCL2', 'KLK3', 'CCND1', 'MYC']	4	729	+1	[155 132 182 260]	3510	0.351	0.997289156626506
HIST1H2BO	[1, 1, 1, 1]	['KLK3', 'BCL2', 'CCND1', 'MYC']	4	729	+1	[132 155 182 260]	3510	0.351	0.997289156626506
HIST1H2BK	[1, 1, 1, 1]	['KLK3', 'BCL2', 'CCND1', 'MYC']	4	729	+1	[132 155 182 260]	3510	0.351	0.997289156626506
HIST1H2AC	[1, 1, 1, 1]	['KLK3', 'BCL2', 'CCND1', 'MYC']	4	729	+1	[132 155 182 260]	3510	0.351	0.997289156626506
HIST1H2BL	[1, 1, 1, 1]	['KLK3', 'BCL2', 'CCND1', 'MYC']	4	729	+1	[132 155 182 260]	3510	0.351	0.997289156626506
HIST1H2BA	[1, 1, 1, 1]	['KLK3', 'BCL2', 'CCND1', 'MYC']	4	729	+1	[132 155 182 260]	3510	0.351	0.997289156626506
HIST1H2BB	[1, 1, 1, 1]	['KLK3', 'BCL2', 'CCND1', 'MYC']	4	729	+1	[132 155 182 260]	3510	0.351	0.997289156626506
HIST1H2BD	[1, 1, 1, 1]	['KLK3', 'BCL2', 'CCND1', 'MYC']	4	729	+1	[132 155 182 260]	3510	0.351	0.997289156626506
HIST1H2BG	[1, 1, 1, 1]	['KLK3', 'BCL2', 'CCND1', 'MYC']	4	729	+1	[132 155 182 260]	3510	0.351	0.997289156626506
HIST1H2BJ	[1, 1, 1, 1]	['KLK3', 'BCL2', 'CCND1', 'MYC']	4	729	+1	[132 155 182 260]	3510	0.351	0.997289156626506
HIST1H2BH	[1, 1, 1, 1]	['KLK3', 'BCL2', 'CCND1', 'MYC']	4	729	+1	[132 155 182 260]	3510	0.351	0.997289156626506
HIST1H2BN	[1, 1, 1, 1]	['KLK3', 'BCL2', 'CCND1', 'MYC']	4	729	+1	[132 155 182 260]	3510	0.351	0.997289156626506
HIST1H2BM	[1, 1, 1, 1]	['KLK3', 'BCL2', 'CCND1', 'MYC']	4	729	+1	[132 155 182 260]	3510	0.351	0.997289156626506
PML	[1, -1, -1, 1, 1, 1, -1]	['TP53', 'EGFR', 'NR4A1', 'HIPK2', 'EP300', 'CDKN1A', 'CCND1']	7	1398	-1	[249 163 294 287  79 144 182]	3536	0.3536	0.997289156626506
F2	[1, 1, 1, 1]	['SP1', 'SP3', 'HNF4A', 'FOXA2']	4	733	-1	[240 309   3 181]	3575	0.3575	0.997289156626506
CEBPA	[-1, 1, -1, 1, -1, 1, 1]	['MYC', 'PPARG', 'BCL2', 'HBP1', 'KLK3', 'SPP1', 'KLF5']	7	1403	-1	[303 214 330   9 260 155 132]	3596	0.3596	0.997289156626506
ERBB2	[1, 1, 1]	['RBPJ', 'TFAP2A', 'YY1']	3	521	+1	[229 230  62]	3611	0.3611	0.997289156626506
TBP	[-1, 1, 1, -1]	['NF1', 'CEBPD', 'FOS', 'BCL2']	4	738	-1	[169 260 154 155]	3675	0.3675	0.997289156626506
HDAC2	[-1, -1, -1, -1, -1, -1, -1]	['DNMT1', 'KLF4', 'TERT', 'TWIST1', 'SP1', 'CDKN1A', 'SNAI2']	7	1410	-1	[304 257 114 236 264 217  18]	3682	0.3682	0.997289156626506
FBP1	[1, -1, -1]	['NFKB1', 'NR1H2', 'NR1H3']	3	525	+1	[261  90 174]	3686	0.3686	0.997289156626506
SP3	[1, -1, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1]	['KLK3', 'E2F1', 'NFKB1', 'MYC', 'MYCN', 'NF1', 'MYB', 'JUN', 'FOS', 'YY1', 'TERT', 'RELA', 'RORA', 'HDAC4']	14	3045	+1	[132 261 126 154 246 245 244  62 252 363  72 254 244 390]	3747	0.3747	0.997289156626506
PPARA	[1, 1, -1, 1, 1]	['NFKBIA', 'NPAS2', 'SREBF2', 'ANKRD1', 'PTGS2']	5	968	-1	[234 191  86 185 272]	3818	0.3818	0.997289156626506
STAT4	[-1, 1, 1, 1, 1, 1, 1, 1, 1]	['IL2', 'IL2RA', 'IL12A', 'MYC', 'AIP', 'IL18RAP', 'IL10', 'IL13', 'IRF1']	9	1883	+1	[159 164 260  45  29 311 185 301 429]	3836	0.3836	0.997289156626506
HDAC5	[-1, -1, 1]	['MEF2A', 'WT1', 'YY1']	3	532	+1	[ 62 144 326]	3853	0.3853	0.997289156626506
FOSL2	[1, 1, 1, 1, 1]	['MYB', 'BCL6', 'CCND1', 'FOSL1', 'BRCA1']	5	971	+1	[246 247 182 107 189]	3867	0.3867	0.997289156626506
KLF2	[1, 1, -1]	['CDKN1A', 'FOXO1', 'PPARG']	3	533	+1	[217  13 303]	3870	0.387	0.997289156626506
RAD51	[1, 1, 1, 1, 1, 1, 1, 1]	['TP53', 'EGR1', 'STAT5A', 'STAT5B', 'E2F1', 'ETS1', 'ETV4', 'SP1']	8	1654	+1	[255 196 248 239 250 145  57 264]	3875	0.3875	0.997289156626506
MCM5	[1, 1, 1, 1, -1]	['E2F2', 'E2F3', 'E2F4', 'E2F1', 'FOXO1']	5	973	-1	[175 173 358 254  13]	3899	0.3899	0.997289156626506
KLF4	[-1, 1, 1, 1, -1, -1, 1]	['RARA', 'NANOG', 'CDKN1A', 'ATF3', 'VDR', 'CTNNB1', 'CEBPB']	7	1427	-1	[334 287  87 245 150 120 204]	3936	0.3936	0.997289156626506
MEF2A	[1, 1, 1]	['MAPK14', 'NRF1', 'JUN']	3	537	+1	[ 76 216 245]	3949	0.3949	0.997289156626506
SIN3A	[-1, -1, -1, -1]	['MYC', 'KLK3', 'TERT', 'E2F1']	4	756	-1	[260 132 114 250]	4022	0.4022	0.997289156626506
FOXO4	[1, 1, 1, 1, 1, -1]	['CDKN1A', 'RBL2', 'CREB1', 'BCL6', 'FOXO3', 'HIF1A']	6	1209	+1	[217 139 176 247 194 236]	4034	0.4034	0.997289156626506
TNC	[1, 1, 1]	['SMAD3', 'SMAD4', 'GLI2']	3	542	+1	[292 200  50]	4056	0.4056	0.997289156626506
SNAI1	[-1, -1, 1]	['EGR1', 'VDR', 'AR']	3	544	-1	[228 196 120]	4105	0.4105	0.997289156626506
MMP1	[1, 1, 1, 1]	['JUN', 'CTNNB1', 'SMAD3', 'TCF7L2']	4	763	+1	[245 204 292  22]	4155	0.4155	0.997289156626506
TAL1	[1, 1, -1, 1]	['MYB', 'ERG', 'NFKB1', 'MYCN']	4	764	+1	[246 149 126 243]	4170	0.417	0.997289156626506
TRIM28	[-1, -1, -1, -1, -1]	['MYC', 'CCND3', 'SIRT1', 'E2F4', 'E2F3']	5	989	+1	[244 135  79 358 173]	4183	0.4183	0.997289156626506
TGFA	[1, 1, 1]	['FOS', 'GLI2', 'TP53']	3	549	+1	[244  50 255]	4219	0.4219	0.997289156626506
PPARG	[1, 1, -1, 1, -1, -1, -1, 1, 1, -1, -1, -1, -1]	['POU2F1', 'TP53', 'EGFR', 'E2F1', 'MYC', 'IL2', 'IL4', 'CEBPA', 'CDKN1A', 'CIITA', 'PTGS2', 'E2F4', 'CCND1']	13	2856	-1	[451 249 254 262 287  79 260  75 177 115 319 146 182]	4268	0.4268	0.997289156626506
SREBF1	[1, 1, 1, 1, 1]	['RXRA', 'PPARG', 'AR', 'NR1H2', 'NR1H3']	5	994	-1	[199 303 228  90 174]	4269	0.4269	0.997289156626506
SREBF2	[-1, 1, 1, 1]	['HNF4A', 'PPARG', 'NFYA', 'AR']	4	773	+1	[201 293 276   3]	4335	0.4335	0.997289156626506
PPP2R4	[-1, 1, -1]	['MYC', 'YY1', 'TP53']	3	555	+1	[ 62 244 249]	4365	0.4365	0.997289156626506
GATA3	[1, 1, 1, 1, 1, 1, 1, 1, -1]	['IL4', 'ERG', 'MYB', 'ZEB1', 'IL13', 'IL10', 'CDX2', 'CCND1', 'STAT4']	9	1927	+1	[177 149 246 333 185 311  49 182 295]	4406	0.4406	0.997289156626506
PGR	[1, 1, 1, -1, -1, -1]	['BCL2', 'E2F1', 'ESR1', 'IL10', 'RELA', 'PTGS2']	6	1234	+1	[155 250 199 193 252 185]	4444	0.4444	0.997289156626506
VDR	[1, -1, 1, -1, -1, -1, -1]	['NCOR1', 'IL12B', 'HOXA10', 'EGFR', 'IL2', 'GLI2', 'IL10']	7	1467	-1	[276 445 231  79  75  50 311]	4484	0.4484	0.997289156626506
BCL6	[-1, -1, 1, -1, -1, -1, -1, 1, 1, -1, 1]	['HDAC7', 'IRF4', 'MYC', 'CDKN1A', 'NFKB1', 'XBP1', 'GLI2', 'STAT5B', 'STAT5A', 'CHEK1', 'STAT1']	11	2412	-1	[244 265 256 307 148  32 217 261 213  50 419]	4552	0.4552	0.997289156626506
TP63	[1, -1, -1, -1, -1, 1, 1, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1]	['ATM', 'HES1', 'HBP1', 'CDKN2A', 'NOTCH1', 'VDR', 'SERPINB5', 'CDKN1A', 'TP53', 'KLF4', 'FOSL2', 'TCF4', 'RUNX1', 'DLX5', 'SMARCD3', 'TFAP2C', 'CEBPD']	17	3840	-1	[335 384 101 287 361 325 251  82 224  10 169  77 290 205 227 255 257]	4571	0.4571	0.997289156626506
ETV4	[1, 1, 1, 1, 1]	['CCND3', 'MMP7', 'ETS1', 'PTGS2', 'TERT']	5	1012	+1	[369  65 145 319 114]	4598	0.4598	0.997289156626506
MTA1	[-1, 1, 1, 1, 1, 1, -1]	['SMAD7', 'EGFR', 'SNAI1', 'SNAI2', 'CDKN2A', 'ARNTL', 'ESR1']	7	1475	+1	[ 79 269  18 205 302 297 305]	4608	0.4608	0.997289156626506
ZEB1	[1, 1, -1]	['E2F1', 'POU5F1', 'BCL6']	3	565	+1	[250  58 257]	4621	0.4621	0.997289156626506
TFAP2C	[1, 1, -1]	['ESR1', 'EGFR', 'CDKN1A']	3	565	+1	[199  79 287]	4621	0.4621	0.997289156626506
KLF6	[1, -1, 1, -1, 1]	['DAPK2', 'PTTG1', 'CDKN1A', 'CCND1', 'ATF3']	5	1014	-1	[207 287  87 251 182]	4641	0.4641	0.997289156626506
JUNB	[1, 1, 1, 1, 1, 1, -1, 1, 1]	['HBP1', 'PTGS2', 'IL10', 'CDKN2A', 'CBFB', 'EGFR', 'GLI2', 'IL2', 'IL4']	9	1948	+1	[290 319 311 205  38  79  75 177 454]	4677	0.4677	0.997289156626506
H19	[-1, 1, 1]	['E2F6', 'E2F1', 'GLI1']	3	568	-1	[254  92 222]	4690	0.469	0.997289156626506
LIN52	[-1, -1, -1, -1, -1]	['E2F1', 'PCNA', 'RBL1', 'CDC25A', 'CDC6']	5	1018	+1	[254  23 385 198 158]	4716	0.4716	0.997289156626506
LIN54	[-1, -1, -1, -1, -1]	['E2F1', 'PCNA', 'RBL1', 'CDC25A', 'CDC6']	5	1018	+1	[254  23 385 198 158]	4716	0.4716	0.997289156626506
LIN9	[-1, -1, -1, -1, -1]	['CDC25A', 'RBL1', 'CDC6', 'E2F1', 'PCNA']	5	1018	+1	[198 385 158 254  23]	4716	0.4716	0.997289156626506
LIN37	[-1, -1, -1, -1, -1]	['E2F1', 'PCNA', 'RBL1', 'CDC25A', 'CDC6']	5	1018	+1	[254  23 385 198 158]	4716	0.4716	0.997289156626506
E2F1	[1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1]	['PPP1R13B', 'MYCN', 'AR', 'SIRT1', 'E2F2', 'E2F3', 'E2F6', 'PPARG', 'EZH2', 'HES1', 'ESR1', 'ETV4', 'NR4A1', 'IRF3', 'RB1', 'GLI2', 'PCNA', 'ATM', 'DAPK2', 'MYB', 'MYC', 'DNMT1', 'HIC1', 'RAD51', 'SERPINB5', 'ASF1B', 'MYBL2', 'HMGA1', 'CDKN2A', 'CDKN1A', 'CDC25A', 'BRCA1', 'VEGFA', 'TP73', 'BCL2', 'E2F4', 'ABCB1', 'CCND3', 'CCND1', 'CDC6', 'CDK1', 'FOXM1', 'LEF1']	43	10178	-1	"[139 378 228  79 175 173 282 303 269 305 447 360 286 454  23 335 207 258
 244 368 143 101  80 156 142 299 287 198 306 349 324 135 322 158 165 263
 279  77  40 304 189 402 146]"	4739	0.4739	0.997289156626506
MSX1	[1, 1, 1]	['HEY1', 'CTNNB1', 'NOTCH3']	3	570	-1	[186 300  84]	4743	0.4743	0.997289156626506
HIST1H2AD	[1, 1, 1]	['KLK3', 'CCND1', 'MYC']	3	574	+1	[132 182 260]	4841	0.4841	0.997289156626506
H2AFB1	[1, 1, 1]	['MYC', 'CCND1', 'KLK3']	3	574	+1	[260 182 132]	4841	0.4841	0.997289156626506
H2AFJ	[1, 1, 1]	['KLK3', 'CCND1', 'MYC']	3	574	+1	[132 182 260]	4841	0.4841	0.997289156626506
H2AFV	[1, 1, 1]	['KLK3', 'CCND1', 'MYC']	3	574	+1	[132 182 260]	4841	0.4841	0.997289156626506
HIST1H2AJ	[1, 1, 1]	['KLK3', 'CCND1', 'MYC']	3	574	+1	[132 182 260]	4841	0.4841	0.997289156626506
HIST2H2AC	[1, 1, 1]	['MYC', 'KLK3', 'CCND1']	3	574	+1	[260 132 182]	4841	0.4841	0.997289156626506
HIST2H2AA3	[1, 1, 1]	['CCND1', 'KLK3', 'MYC']	3	574	+1	[182 132 260]	4841	0.4841	0.997289156626506
H2AFX	[1, 1, 1]	['KLK3', 'CCND1', 'MYC']	3	574	+1	[132 182 260]	4841	0.4841	0.997289156626506
H2AFZ	[1, 1, 1]	['KLK3', 'CCND1', 'MYC']	3	574	+1	[132 182 260]	4841	0.4841	0.997289156626506
HIST1H2AB	[1, 1, 1]	['KLK3', 'CCND1', 'MYC']	3	574	+1	[132 182 260]	4841	0.4841	0.997289156626506
CCND3	[-1, -1, 1, 1, 1]	['HBP1', 'KLK3', 'E2F3', 'E2F2', 'E2F1']	5	1024	-1	[173 175 254 290 132]	4846	0.4846	0.997289156626506
SP4	[1, 1, 1]	['NFKB1', 'YY1', 'RELA']	3	575	+1	[261  62 252]	4874	0.4874	0.997289156626506
DLL4	[1, 1, 1]	['HIF1A', 'RBPJ', 'NOTCH4']	3	575	+1	[268 229  78]	4874	0.4874	0.997289156626506
LHB	[-1, -1, 1]	['AR', 'NR5A1', 'EGR1']	3	575	+1	[196 228 151]	4874	0.4874	0.997289156626506
OPRM1	[1, 1, 1]	['YY1', 'SP1', 'E2F1']	3	576	+1	[ 62 264 250]	4894	0.4894	0.997289156626506
INHA	[1, 1, 1, 1]	['LEF1', 'TCF7L2', 'CTNNB1', 'NR5A1']	4	804	+1	[225  22 204 353]	4965	0.4965	0.997289156626506
AMHR2	[1, 1, 1]	['NR5A1', 'CTNNB1', 'TCF7L2']	3	579	+1	[353 204  22]	4978	0.4978	0.997289156626506
FOXA1	[1, 1, 1, -1, 1, 1, 1, -1, 1]	['NF1', 'XBP1', 'INS', 'BCL2', 'KLK3', 'CCND1', 'FOXA2', 'GLI1', 'NKX3-1']	9	1970	+1	[154 213  46 132 182 323 479 349  92]	5003	0.5003	0.997289156626506
FOXA2	[1, 1, 1, 1, 1]	['CEBPA', 'HNF4A', 'FOXA1', 'F2', 'MMP7']	5	1033	-1	[262   3 248  81 439]	5021	0.5021	0.997289156626506
IL2	[1, -1, 1, 1, 1, 1]	['TERT', 'IL2RG', 'CCND3', 'EGR1', 'IL2RA', 'MYC']	6	1268	+1	[114 369 196 159 260 170]	5024	0.5024	0.997289156626506
TOPBP1	[1, 1, 1, -1]	['E2F3', 'E2F2', 'E2F1', 'CDKN2A']	4	807	-1	[173 175 254 205]	5036	0.5036	0.997289156626506
TP53	[1, -1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, -1, -1, 1, -1, 1, -1, 1, -1, -1, -1, 1, -1, -1, 1, 1, -1, -1, 1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1]	['HIPK2', 'CHEK1', 'HIF1A', 'AKT1', 'PRDM1', 'VDR', 'PML', 'RB1', 'GLI1', 'PAX5', 'PCNA', 'SNAI2', 'HNF4A', 'BCL2', 'SERPINB5', 'ABCB1', 'DNMT1', 'HIC1', 'FOXM1', 'CDKN1A', 'CDK1', 'RELA', 'NKX3-1', 'KLF2', 'TERT', 'BCL6', 'E2F3', 'TCF7L2', 'ATF3', 'SPP1', 'CCND1', 'EZH2', 'CCNK', 'BRCA1', 'TP73', 'TP63', 'MYC', 'MET', 'E2F7', 'NFKB1', 'STAT3', 'CTNNB1', 'EGFR']	43	10237	+1	"[341 268  16 120 347 218 412  64 481  18 403 136 217 252 247 417 174 427
 198 262  47 261  79  85 362   3 349 324 200 263 165  25  88 390 173 482
 322 269 315 244 206 267 300]"	5109	0.5109	0.997289156626506
POU5F1	[1, -1, 1, 1, -1, -1, 1, 1, -1, 1, 1]	['SALL4', 'CDKN1A', 'NR5A1', 'STAT3', 'GATA6', 'CDX2', 'NANOG', 'FOXD3', 'DLX5', 'SPP1', 'SOX2']	11	2456	+1	[ 51 353 237 170  15 174 163 287 469 455  82]	5112	0.5112	0.997289156626506
FLI1	[1, 1, 1, 1, 1]	['TERT', 'GATA1', 'FOXM1', 'ERG', 'IL10']	5	1038	+1	[114 223 241 149 311]	5120	0.512	0.997289156626506
